,__EVENTCASE__,__NOTIFICATION__death_period,__NOTIFICATION__distinct_payload_app_id,__NOTIFICATION__distinct_payload_notification_id,__NOTIFICATION__distinct_payload_notification_type_id,__NOTIFICATION__distinct_payload_pmac_batch_id,__NOTIFICATION__distinct_payload_pmac_campaign_id,__NOTIFICATION__distinct_payload_pmac_request_id,__NOTIFICATION__distinct_payload_profile_id,__NOTIFICATION__entropy_for_hours_of_day,__NOTIFICATION__event_type_sent,__NOTIFICATION__hours_of_day_0,__NOTIFICATION__hours_of_day_1,__NOTIFICATION__hours_of_day_10,__NOTIFICATION__hours_of_day_11,__NOTIFICATION__hours_of_day_12,__NOTIFICATION__hours_of_day_13,__NOTIFICATION__hours_of_day_14,__NOTIFICATION__hours_of_day_15,__NOTIFICATION__hours_of_day_16,__NOTIFICATION__hours_of_day_17,__NOTIFICATION__hours_of_day_18,__NOTIFICATION__hours_of_day_19,__NOTIFICATION__hours_of_day_2,__NOTIFICATION__hours_of_day_20,__NOTIFICATION__hours_of_day_21,__NOTIFICATION__hours_of_day_22,__NOTIFICATION__hours_of_day_23,__NOTIFICATION__hours_of_day_3,__NOTIFICATION__hours_of_day_4,__NOTIFICATION__hours_of_day_5,__NOTIFICATION__hours_of_day_6,__NOTIFICATION__hours_of_day_7,__NOTIFICATION__hours_of_day_8,__NOTIFICATION__hours_of_day_9,__NOTIFICATION__live_period,__NOTIFICATION__locale,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_ARP_SPOOFING_FOUND,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_CONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_DISCONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONNECTED_AT_HOME,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONTINUE_BROWSING_REQ,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DEFAULT_PASSWORD,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DIAMOND_APP_INSTALLED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_GENERIC,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_IDENTIFY,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_INAPPROPRIATE_APP,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_ATTACK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED_ROUTER,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_IN_CLIENT_VERSION,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_PATTERN_UPDATE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RANSOMWARE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RENEW_SUCCESS,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_UNABLE_TO_CONTINUE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_DENIED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEB_THREATS,__NOTIFICATION__rate,__NOTIFICATION__station_final_status,__NOTIFICATION__total_event,__STATIONID__
2548,8575-324A-6C3C-4BF5-845F_2017-08-29 10:03:51,4618.0,1,6,5,1,1,1,1,1.3304073932436389,24,0,1,1,3,0,1,3,1,0,0,0,0,2,0,0,0,1,1,1,2,0,4,1,2,10570917.0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,7,1,0,0,0,0,0,0,0,0,8,0.9995633317841603,1,24,8575-324A-6C3C-4BF5-845F
2549,55A8-54E3-7B83-445E-9478_2017-10-08 11:35:22,2358.0,1,4,4,1,1,1,1,0.8028187820379638,10,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,9993193.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0.999764095045886,1,10,55A8-54E3-7B83-445E-9478
2550,C8BB-ED23-D649-E588-8A9F_2017-05-09 21:49:51,291520.0,1,2,2,1,1,1,1,0.9002560512685369,12,2,0,0,0,0,1,2,0,0,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,1101340.0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7907040190686788,1,12,C8BB-ED23-D649-E588-8A9F
2551,658A-873B-A449-9BB2-D967_2017-06-07 18:04:35,1582.0,2,5,5,1,1,1,1,0.7792259517391736,17,0,0,0,2,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,2,4,0,0,0,629067.0,0,0,0,4,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.997491473069806,1,17,658A-873B-A449-9BB2-D967
2553,2FEE-BA46-C2C4-E778-ABE6_2017-06-06 21:15:23,379517.0,1,7,7,1,1,1,1,1.8418779813508104,54,0,0,9,2,1,0,0,0,4,0,0,0,3,1,7,1,2,3,4,6,2,3,4,2,926866.0,0,0,0,8,21,0,0,0,0,0,2,0,0,15,5,0,0,0,0,0,0,0,1,0,2,0.7094902490311035,0,54,2FEE-BA46-C2C4-E778-ABE6
2554,67A2-7264-7374-CE2B-DF39_2017-09-30 14:40:48,984.0,1,6,6,1,1,1,1,1.8737455109998216,130,1,1,3,1,4,1,0,32,20,36,16,0,0,1,2,2,0,3,0,0,1,3,0,3,11433231.0,0,105,4,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,11,0.9999139424962712,1,130,67A2-7264-7374-CE2B-DF39
2555,3BC3-C27D-EB34-DCFA-C4E7_2017-10-27 23:12:12,11292.0,4,8,8,1,1,1,1,1.7129412425800838,105,3,18,7,0,0,0,0,0,0,0,0,3,9,9,0,0,3,3,21,8,3,2,13,3,1102313.0,0,0,3,3,0,0,0,6,0,0,6,59,0,0,18,0,0,3,0,0,0,0,0,0,7,0.9898599593213032,1,105,3BC3-C27D-EB34-DCFA-C4E7
2556,9F4E-9CC7-946B-8349-A945_2017-06-06 01:11:07,3485.0,1,4,4,1,1,1,1,0.8151862107956463,12,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,863211.0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9959789822498316,1,12,9F4E-9CC7-946B-8349-A945
2557,E78F-F777-EFC4-BC6A-7C28_2017-08-21 23:53:41,20737.0,1,12,11,1,1,1,1,2.9470047701612985,729,10,16,55,47,49,37,50,14,7,39,13,2,17,8,2,10,28,19,78,35,24,47,67,55,8509423.0,0,0,2,19,309,0,1,1,0,0,262,15,40,29,16,0,0,0,0,0,0,0,13,0,22,0.9975689787764824,0,729,E78F-F777-EFC4-BC6A-7C28
2560,F89E-7378-E4AC-28AE-7AA9_2017-10-19 04:07:46,6838.0,2,11,10,1,1,1,1,2.715955709974649,916,15,3,164,83,45,39,1,4,0,2,3,2,6,1,4,1,1,69,93,74,63,69,95,79,10344247.0,0,0,2,6,729,0,0,3,0,0,120,3,0,14,26,1,0,0,0,0,0,0,8,0,4,0.9993393929235438,1,916,F89E-7378-E4AC-28AE-7AA9
2561,D9C7-2EDA-D88F-4ADF-8685_2017-10-21 05:49:08,1045987.0,1,2,2,1,1,1,1,0.3445982481028228,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0.25854596646828154,1,5,D9C7-2EDA-D88F-4ADF-8685
2562,7DBE-F268-8874-FF38-699C_2017-11-02 23:08:18,242466.0,2,5,5,1,1,1,1,1.3160801605489951,32,3,4,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,4,6,4,0,0,2,0,2786369.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,9,0.9199474385365992,1,32,7DBE-F268-8874-FF38-699C
2563,88BF-2258-64B9-FAB5-CED5_2017-09-11 12:25:27,1215.0,1,8,8,1,1,1,1,2.8674404991244464,568,23,26,36,46,15,44,32,41,18,11,11,10,22,11,26,20,42,23,17,17,13,31,21,12,2932235.0,0,0,3,2,0,0,0,0,0,0,238,46,274,0,1,0,0,0,0,0,0,3,0,0,1,0.9995858119279348,1,568,88BF-2258-64B9-FAB5-CED5
2564,2D6F-8F9E-96B4-44C7-92D8_2017-10-21 12:10:57,5053.0,1,6,6,1,1,1,1,0.7214636866925115,14,0,0,1,0,5,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3110084.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0.9983779204574308,1,14,2D6F-8F9E-96B4-44C7-92D8
2565,ED72-FED6-8399-4BF9-9CB9_2017-05-16 04:50:37,19971.0,1,3,3,1,1,1,1,2.1884515716307837,80,9,7,1,0,1,8,2,2,0,0,0,0,5,1,3,0,2,6,7,3,4,12,5,2,2101138.0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9905846422791096,1,80,ED72-FED6-8399-4BF9-9CB9
2566,EFE6-F9C9-D684-29AB-E5DB_2017-10-18 06:12:17,35372.0,1,4,4,1,1,1,1,0.5117400734174093,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2558193.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9863616296487652,1,5,EFE6-F9C9-D684-29AB-E5DB
2567,52CF-A6BE-3C74-4789-4BB7_2017-04-21 10:35:32,47526.0,1,4,4,1,1,1,1,1.2583178955023333,21,2,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,2,1,740406.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7,0.9396826122051142,1,21,52CF-A6BE-3C74-4789-4BB7
2568,3B98-FEAC-52EB-439F-86D4_2017-06-25 01:01:02,11312.0,1,3,3,1,1,1,1,0.7097131024243333,8,0,1,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,648984.0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.9828682893732508,1,8,3B98-FEAC-52EB-439F-86D4
2571,C927-8FEA-C392-4A9E-9A27_2017-10-22 06:32:23,3155.0,1,6,6,2,2,2,1,1.0751393240053737,16,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,1,6114971.0,0,0,3,2,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0.999484319218009,1,16,C927-8FEA-C392-4A9E-9A27
2573,ED2B-3457-E888-4658-E6BC_2017-07-02 01:06:02,8717.0,1,3,3,1,1,1,1,1.0533373180151842,15,0,3,1,0,0,2,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,2635718.0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0.9967036436894836,1,15,ED2B-3457-E888-4658-E6BC
2575,AB2F-4A42-374C-A4BF-A389_2017-09-06 01:31:29,2033.0,1,7,7,1,1,1,1,1.826167430805188,87,8,10,2,0,0,0,0,0,0,2,0,0,3,0,1,9,3,13,11,8,14,3,0,0,3450439.0,0,0,5,6,0,0,0,0,0,0,70,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0.9994111465639692,1,87,AB2F-4A42-374C-A4BF-A389
2576,C4CB-E354-42DC-B59F-BEE7_2017-10-22 20:56:20,4405.0,3,10,10,2,2,2,1,2.730113963040932,256,2,0,2,18,21,39,27,19,7,12,11,15,0,12,6,1,0,26,6,8,6,4,10,4,10314342.0,0,0,1,1,77,0,3,0,1,0,8,23,0,113,22,0,0,0,0,0,0,0,0,0,7,0.9995731070836412,1,256,C4CB-E354-42DC-B59F-BEE7
2577,5B67-DF53-5C73-4549-B644_2017-10-16 04:46:43,1176.0,2,4,4,1,1,1,1,0.887694275799104,24,0,2,2,4,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,4,2,0,0,2256383.0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0.9994790833816524,1,24,5B67-DF53-5C73-4549-B644
2578,C5DD-26FB-65CC-483C-8B85_2017-07-15 22:15:34,2553.0,1,3,3,1,1,1,1,0.7232545110011122,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,1864012.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0.9986322469348776,1,9,C5DD-26FB-65CC-483C-8B85
2580,F552-5945-684F-4987-99F7_2017-08-30 19:32:11,88631.0,2,4,4,1,1,1,1,0.9365995187176585,30,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,6,4,2,4,2137062.0,0,0,4,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9601782456070984,1,30,F552-5945-684F-4987-99F7
2582,44C3-B8D5-8F6B-47AF-8464_2017-11-07 23:36:48,13526.0,1,6,6,2,2,2,1,2.30109187384736,117,3,6,4,4,2,1,0,0,0,0,1,3,9,8,16,5,7,4,4,4,9,10,9,8,7083487.0,0,0,23,23,0,0,0,0,1,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,45,0.9980941277689642,0,117,44C3-B8D5-8F6B-47AF-8464
2583,2322-DCCD-3A4F-B6B5-5EEA_2017-05-13 23:41:22,4318.0,2,5,5,1,1,1,1,2.070042813660711,214,4,10,14,10,8,4,8,0,2,2,6,2,8,4,0,18,10,8,8,10,14,44,18,2,2133135.0,0,0,0,30,72,0,0,0,0,0,0,52,0,0,16,0,0,0,0,0,0,0,0,0,44,0.9979798386210128,1,214,2322-DCCD-3A4F-B6B5-5EEA
2585,52FE-252A-ADD4-34C8-7BB3_2017-05-20 03:03:31,28174.0,1,1,1,1,1,1,1,0.1732052067491771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,705337.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9615902147343394,1,2,52FE-252A-ADD4-34C8-7BB3
2586,A957-FECC-77B4-FFE9-DEFD_2017-10-25 03:21:17,1978.0,1,4,4,1,1,1,1,1.1531071174453746,20,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,4,2,1,0,4136139.0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0.9995220048152336,1,20,A957-FECC-77B4-FFE9-DEFD
2587,6682-7C2D-B4BA-4CAA-98A9_2017-08-18 02:54:41,4923.0,1,3,3,1,1,1,1,0.4563344322932884,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,843593.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9941981058695416,0,6,6682-7C2D-B4BA-4CAA-98A9
2588,5F7A-E2AC-94E4-39D9-B2C9_2017-05-25 15:43:46,21438.0,1,3,3,1,1,1,1,0.7097131024243333,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3560539.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9940150369474734,1,8,5F7A-E2AC-94E4-39D9-B2C9
2591,56E9-9CED-AE47-6AA9-AF63_2017-06-12 10:40:08,1634.0,1,3,3,1,1,1,1,1.4107177086693707,28,0,2,4,2,3,0,3,1,1,0,0,0,0,0,0,0,1,2,3,2,1,2,1,0,1548190.0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0.9989456867360424,1,28,56E9-9CED-AE47-6AA9-AF63
2593,5F5A-F39D-73FF-45BB-CE76_2017-09-08 11:28:26,2330.0,1,4,4,1,1,1,1,1.418161890768901,28,1,4,0,2,1,3,3,2,0,0,0,0,1,0,0,1,2,1,0,1,0,2,1,3,4950501.0,0,0,5,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0.999529561981824,1,28,5F5A-F39D-73FF-45BB-CE76
2594,64A8-A668-46B8-447A-844C_2017-05-14 21:58:11,18710.0,1,5,5,1,1,1,1,1.0132843295512497,14,0,0,0,1,1,1,2,0,0,0,0,0,1,2,3,0,0,1,1,0,1,0,0,0,5836271.0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,1,0.9968044302791076,1,14,64A8-A668-46B8-447A-844C
2595,557D-DC9E-2B4F-AFB3-65A2_2017-07-20 08:30:29,8879.0,1,7,7,1,1,1,1,2.3617383667707696,131,1,1,11,9,6,9,8,8,12,12,13,10,4,9,1,2,0,0,2,0,5,4,4,0,2110473.0,0,0,0,2,12,0,0,0,0,0,9,0,0,104,1,0,0,0,0,0,0,0,1,0,2,0.9958105118923144,1,131,557D-DC9E-2B4F-AFB3-65A2
2596,658A-873B-A449-9BB2-D967_2017-10-07 15:45:49,1280.0,2,5,5,1,1,1,1,1.0533373180151842,32,0,0,4,0,2,2,2,4,0,0,0,0,0,2,0,2,0,8,0,0,0,4,0,2,10530892.0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,20,0.999878467613328,1,32,658A-873B-A449-9BB2-D967
2598,E368-96AC-5A4C-6BDC-DB45_2017-06-02 13:59:33,3556.0,1,4,4,1,1,1,1,0.8239592165010823,10,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,14503017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0.999754869740772,1,10,E368-96AC-5A4C-6BDC-DB45
2599,AA98-AF2B-A974-6238-3757_2017-08-28 05:46:36,4832.0,3,5,5,1,1,1,1,2.383540372760959,942,132,90,0,0,0,9,0,0,3,6,3,9,105,30,0,3,51,105,102,87,108,72,24,3,6004048.0,0,0,9,81,0,0,0,0,0,0,0,12,0,0,810,0,0,0,0,0,0,0,0,0,30,0.9991958567986048,1,942,AA98-AF2B-A974-6238-3757
2600,67BB-2987-A3A4-3529-47EF_2017-04-07 13:11:58,4457.0,1,3,3,1,1,1,1,2.185567343754036,100,0,0,5,5,9,12,6,5,7,6,0,1,2,3,0,4,0,5,6,1,3,7,4,9,6221571.0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.999284134282724,1,100,67BB-2987-A3A4-3529-47EF
2602,DA3B-F6C8-D784-65A8-8332_2017-10-28 01:22:11,5495.0,2,12,11,2,2,2,1,1.1967111294257538,25,0,0,4,6,1,5,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,7158276.0,0,0,2,2,0,0,1,1,1,1,0,3,0,0,2,1,0,1,1,0,0,0,0,0,9,0.9992329458884156,1,25,DA3B-F6C8-D784-65A8-8332
2604,679B-76DF-86B4-7EFA-BF3E_2017-06-05 22:45:46,284835.0,3,7,7,1,1,1,1,2.1742933185644997,315,12,0,24,30,24,6,0,0,0,0,0,0,18,0,3,24,18,9,6,39,21,27,15,39,689310.0,0,0,0,33,51,0,0,0,0,0,72,51,0,0,9,0,0,0,0,0,0,0,3,0,96,0.7076051306530342,1,315,679B-76DF-86B4-7EFA-BF3E
2605,EFE6-F9C9-D684-29AB-E5DB_2017-07-08 12:15:26,55263.0,1,3,3,1,1,1,1,0.961285752584596,13,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,6049554.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0.9909476401995342,1,13,EFE6-F9C9-D684-29AB-E5DB
2606,69EB-ECB3-E458-5877-F7DE_2017-07-25 09:50:23,969.0,3,5,5,1,1,1,1,1.9545182835673869,216,0,0,21,15,9,27,6,0,12,9,9,9,0,0,0,0,0,3,3,12,9,12,36,24,1186389.0,0,0,0,6,141,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,57,0.9991839024119096,1,216,69EB-ECB3-E458-5877-F7DE
2607,679B-76DF-86B4-7EFA-BF3E_2017-04-26 07:44:38,1293.0,3,8,8,1,1,1,1,2.383540372760959,561,9,30,21,24,45,15,15,9,0,12,6,6,18,24,42,45,24,36,30,21,42,45,21,21,3104664.0,0,0,0,75,60,0,0,0,0,0,81,48,0,0,45,0,3,0,0,0,0,0,15,0,234,0.9995837031871336,1,561,679B-76DF-86B4-7EFA-BF3E
2609,6B7B-CCEB-FB48-848E-D473_2017-10-27 17:08:27,3578.0,1,7,7,3,3,3,1,1.2485447803385663,21,1,0,3,2,0,1,0,0,0,0,0,0,1,1,2,1,0,2,1,0,0,4,1,1,9474917.0,0,0,2,2,0,0,0,0,2,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,5,0.9996225139117548,1,21,6B7B-CCEB-FB48-848E-D473
2610,5EAD-99F5-BDE7-4D48-7DE2_2017-07-23 01:09:34,444521.0,1,5,5,1,1,1,1,1.350334102063418,26,0,1,0,4,5,3,3,1,1,2,0,0,1,0,0,3,0,1,0,0,0,0,0,1,14157120.0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0,0,7,0.9695567778991416,1,26,5EAD-99F5-BDE7-4D48-7DE2
2611,9835-EFEF-8654-FE5A-596A_2017-08-03 04:18:16,1661.0,1,5,5,1,1,1,1,1.4552514026069037,36,3,3,1,0,1,0,2,0,0,2,0,0,2,0,1,3,2,2,2,4,2,2,3,1,11498968.0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,23,0,1,0,0,0,0,0,0,0,3,0.999855573116914,1,36,9835-EFEF-8654-FE5A-596A
2612,4A25-CB25-4354-BCAC-46E8_2017-07-15 08:38:11,10173.0,1,2,2,1,1,1,1,1.3122356595190778,41,0,0,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,9,5,1037480.0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9902897237921334,1,41,4A25-CB25-4354-BCAC-46E8
2614,4725-B638-BD46-4A7A-333D_2017-09-11 01:57:12,19882.0,1,9,9,1,1,1,1,1.6722214584764532,42,0,0,4,2,1,10,5,4,0,3,2,2,1,1,0,2,0,0,0,0,0,1,1,3,904954.0,0,4,6,5,0,0,0,0,0,0,1,12,9,0,1,0,0,0,0,0,0,0,1,0,3,0.9785021344324832,1,42,4725-B638-BD46-4A7A-333D
2616,7C3F-4757-294A-E7AC-AE43_2017-08-07 14:20:30,4218742.0,1,4,4,1,1,1,1,0.9943617837643206,19,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,3,0,7401445.0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0.6369471506783841,1,19,7C3F-4757-294A-E7AC-AE43
2617,B626-9887-D744-F298-3CE4_2017-09-24 21:28:28,987.0,1,5,5,1,1,1,1,2.2026098246970665,239,9,14,20,13,9,9,7,8,8,8,8,10,14,12,8,7,8,4,10,11,5,10,14,13,1509167.0,0,0,29,28,0,0,0,0,0,0,0,152,0,0,11,0,0,0,0,0,0,0,0,0,19,0.9993464242719616,1,239,B626-9887-D744-F298-3CE4
2618,AE7C-66F8-BC74-ED9B-2243_2017-10-12 11:06:27,13938.0,1,2,2,1,1,1,1,0.7621042220469585,15,0,0,2,0,0,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,1967385.0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929653065148892,1,15,AE7C-66F8-BC74-ED9B-2243
2619,6D75-E578-FA94-DB2B-5576_2017-10-06 22:22:29,1688.0,1,2,2,1,1,1,1,1.828465772673408,65,1,1,5,10,2,1,0,0,0,0,2,2,0,1,5,2,4,1,2,5,11,5,3,2,924815.0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,11,0,0,0,0,0,0,0,0,0,0,0.9981780954837708,1,65,6D75-E578-FA94-DB2B-5576
2621,CB39-ACBE-649E-FBC8-8283_2017-10-24 05:12:28,1705.0,1,3,3,1,1,1,1,0.3767701612564368,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1896016.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9991015539165136,1,3,CB39-ACBE-649E-FBC8-8283
2623,27DE-BA4F-7FDB-4FD5-84F8_2017-10-31 08:12:27,2437.0,2,6,6,1,1,1,1,0.9798203223053884,29,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,4,0,9,2,2,0,4,963162.0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,12,0.9974761779993558,1,29,27DE-BA4F-7FDB-4FD5-84F8
2624,C62F-E25F-2645-4558-F675_2017-08-17 23:21:24,187298.0,1,3,3,1,1,1,1,0.4563344322932884,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1024136.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8453914947079246,1,4,C62F-E25F-2645-4558-F675
2625,F877-3F7D-3443-2397-BA54_2017-07-08 00:59:53,1010.0,1,5,5,1,1,1,1,1.4435149202755355,39,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,6,1,2,0,3,7437925.0,0,0,0,18,0,0,0,0,0,0,0,9,0,0,5,0,1,0,0,0,0,0,0,0,6,0.9998642278767056,1,39,F877-3F7D-3443-2397-BA54
2626,6695-6FA5-85A4-623B-66F2_2017-09-17 19:09:49,2271.0,1,5,5,1,1,1,1,2.0369667824809863,104,1,0,0,0,0,10,21,8,9,3,5,3,0,0,0,0,1,6,1,5,12,5,6,8,11019949.0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,47,0,0,0,0,0,0,0,0,0,38,0.9997939616520084,1,104,6695-6FA5-85A4-623B-66F2
2627,234C-AF7F-B274-2678-8DBB_2017-10-24 05:12:17,1773.0,1,3,3,1,1,1,1,0.4563344322932884,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1146096.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9984553986561184,1,4,234C-AF7F-B274-2678-8DBB
