,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
2181,55A8-54E3-7B83-445E-9478_2017-10-08 11:35:22,2358.0,3,2,2,2,1,2,2,2,3,0.5623351446188083,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,9993193.0,0,0,0,1,0,0,0,0,0,0.999764095045886,1,6,55A8-54E3-7B83-445E-9478
2182,C8BB-ED23-D649-E588-8A9F_2017-05-09 21:49:51,291520.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101340.0,0,0,0,0,0,0,0,0,0,0.7907040190686788,1,1,C8BB-ED23-D649-E588-8A9F
2183,658A-873B-A449-9BB2-D967_2017-06-07 18:04:35,1582.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,629067.0,0,0,0,0,0,0,0,0,0,0.997491473069806,1,2,658A-873B-A449-9BB2-D967
2185,7B5F-2945-448E-B99D-56FB_2017-06-21 18:25:46,11717.0,3,7,1,1,1,1,1,1,6,1.6031851682402558,0,5,35,0,2,1,5,0,1,0,0,0,0,0,0,8,0,0,4,0,3,2,2,3,6,3,0,1298166.0,0,0,0,0,0,0,0,0,0,0.9910549262796754,0,40,7B5F-2945-448E-B99D-56FB
2186,9CF6-43BC-6824-7C8A-F8E3_2017-08-18 15:02:44,2020.0,2,2,1,2,1,1,1,1,2,0.1732052067491771,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1510444.0,0,0,0,0,0,0,0,0,0,0.998664431021168,0,2,9CF6-43BC-6824-7C8A-F8E3
2187,67A2-7264-7374-CE2B-DF39_2017-09-30 14:40:48,984.0,6,3,3,2,1,3,3,3,9,1.0132843295512497,2,0,13,0,1,4,0,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,1,11433231.0,0,0,0,1,0,0,0,0,1,0.9999139424962712,1,15,67A2-7264-7374-CE2B-DF39
2188,3BC3-C27D-EB34-DCFA-C4E7_2017-10-27 23:12:12,11292.0,2,7,7,2,1,2,2,9,2,1.2920301311257385,25,0,2,2,4,1,0,0,0,0,0,0,0,0,2,4,3,0,0,1,0,8,1,0,0,1,0,1102313.0,0,0,0,25,0,0,0,0,0,0.9898599593213032,1,27,3BC3-C27D-EB34-DCFA-C4E7
2189,9F4E-9CC7-946B-8349-A945_2017-06-06 01:11:07,3485.0,2,2,1,1,1,1,1,1,2,0.3445982481028228,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,863211.0,0,0,0,0,0,0,0,0,0,0.9959789822498316,1,3,9F4E-9CC7-946B-8349-A945
2190,E78F-F777-EFC4-BC6A-7C28_2017-08-21 23:53:41,20737.0,8,11,4,3,1,3,3,4,16,1.767819279749998,41,0,41,0,11,3,2,0,6,8,0,0,0,0,0,13,0,0,2,2,7,2,15,6,0,2,3,8509423.0,0,4,0,37,0,0,0,0,0,0.9975689787764824,0,82,E78F-F777-EFC4-BC6A-7C28
2193,F89E-7378-E4AC-28AE-7AA9_2017-10-19 04:07:46,6838.0,4,4,3,2,1,3,2,3,4,0.6159905783211985,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,10344247.0,0,0,0,2,0,1,0,0,0,0.9993393929235438,1,6,F89E-7378-E4AC-28AE-7AA9
2194,D9C7-2EDA-D88F-4ADF-8685_2017-10-21 05:49:08,1045987.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364737.0,0,0,0,0,0,0,0,0,0,0.25854596646828154,1,2,D9C7-2EDA-D88F-4ADF-8685
2195,7DBE-F268-8874-FF38-699C_2017-11-02 23:08:18,242466.0,4,2,1,2,1,1,1,1,4,0.623848004006291,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2786369.0,0,0,0,0,0,0,0,0,0,0.9199474385365992,1,7,7DBE-F268-8874-FF38-699C
2197,ED72-FED6-8399-4BF9-9CB9_2017-05-16 04:50:37,19971.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2101138.0,0,0,0,0,0,0,0,0,0,0.9905846422791096,1,1,ED72-FED6-8399-4BF9-9CB9
2198,EFE6-F9C9-D684-29AB-E5DB_2017-10-18 06:12:17,35372.0,2,2,2,2,1,2,2,2,2,0.2868359830561607,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2558193.0,0,0,0,1,0,0,0,0,0,0.9863616296487652,1,2,EFE6-F9C9-D684-29AB-E5DB
2199,52CF-A6BE-3C74-4789-4BB7_2017-04-21 10:35:32,47526.0,2,2,1,1,1,1,1,1,2,0.6749754468353846,0,0,7,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,740406.0,0,0,0,0,0,0,0,0,0,0.9396826122051142,1,7,52CF-A6BE-3C74-4789-4BB7
2200,3B98-FEAC-52EB-439F-86D4_2017-06-25 01:01:02,11312.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,648984.0,0,0,0,0,0,0,0,0,2,0.9828682893732508,1,2,3B98-FEAC-52EB-439F-86D4
2203,C927-8FEA-C392-4A9E-9A27_2017-10-22 06:32:23,3155.0,6,4,5,3,1,4,3,5,3,0.6159905783211985,4,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6114971.0,0,0,0,2,0,1,0,0,1,0.999484319218009,1,9,C927-8FEA-C392-4A9E-9A27
2205,D255-E8BA-46C4-FBDA-5439_2017-08-24 06:54:15,1221.0,7,4,4,3,1,3,3,4,5,0.7315151084145227,5,0,5,2,0,0,0,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2645462.0,0,2,0,3,0,0,0,0,0,0.9995386678344176,1,10,D255-E8BA-46C4-FBDA-5439
2207,AB2F-4A42-374C-A4BF-A389_2017-09-06 01:31:29,2033.0,2,3,3,2,1,2,2,2,2,0.4563344322932884,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3450439.0,0,0,0,3,0,0,0,0,0,0.9994111465639692,1,4,AB2F-4A42-374C-A4BF-A389
2208,C4CB-E354-42DC-B59F-BEE7_2017-10-22 20:56:20,4405.0,8,10,7,2,1,3,3,14,6,1.7982739693704315,35,10,9,2,0,0,2,3,3,5,4,4,3,1,4,0,5,2,0,0,9,1,5,0,0,1,0,10314342.0,0,0,0,26,0,0,0,0,9,0.9995731070836412,1,54,C4CB-E354-42DC-B59F-BEE7
2209,5B67-DF53-5C73-4549-B644_2017-10-16 04:46:43,1176.0,4,3,2,3,1,2,2,2,7,0.8239592165010823,2,0,8,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2256383.0,0,2,0,0,0,0,0,0,0,0.9994790833816524,1,10,5B67-DF53-5C73-4549-B644
2210,C5DD-26FB-65CC-483C-8B85_2017-07-15 22:15:34,2553.0,2,2,1,1,1,1,1,1,4,0.5442837329694393,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1864012.0,0,0,0,0,0,0,0,0,0,0.9986322469348776,1,5,C5DD-26FB-65CC-483C-8B85
2212,F552-5945-684F-4987-99F7_2017-08-30 19:32:11,88631.0,5,5,5,2,1,3,2,7,3,0.918343312131288,9,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,3,2,2137062.0,0,0,0,8,0,0,0,0,1,0.9601782456070984,1,14,F552-5945-684F-4987-99F7
2214,44C3-B8D5-8F6B-47AF-8464_2017-11-07 23:36:48,13526.0,12,11,8,3,1,4,3,7,35,2.3617383667707696,9,0,182,2,3,7,6,0,3,0,0,0,0,1,0,6,15,19,1,6,4,5,5,14,68,11,15,7083487.0,0,4,0,3,0,0,0,0,2,0.9980941277689642,0,191,44C3-B8D5-8F6B-47AF-8464
2215,2322-DCCD-3A4F-B6B5-5EEA_2017-05-13 23:41:22,4318.0,10,5,7,1,1,5,3,20,11,2.1884515716307837,43,0,41,2,4,3,2,2,9,4,0,1,1,5,1,1,2,0,9,8,4,5,3,7,0,6,5,2133135.0,0,6,0,9,0,2,0,0,26,0.9979798386210128,1,84,2322-DCCD-3A4F-B6B5-5EEA
2217,A957-FECC-77B4-FFE9-DEFD_2017-10-25 03:21:17,1978.0,2,3,1,1,1,1,1,1,5,0.5623351446188083,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4136139.0,0,0,0,0,0,0,0,0,0,0.9995220048152336,1,6,A957-FECC-77B4-FFE9-DEFD
2218,6682-7C2D-B4BA-4CAA-98A9_2017-08-18 02:54:41,4923.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843593.0,0,0,0,0,0,0,0,0,0,0.9941981058695416,0,1,6682-7C2D-B4BA-4CAA-98A9
2219,5F7A-E2AC-94E4-39D9-B2C9_2017-05-25 15:43:46,21438.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560539.0,0,0,0,0,0,0,0,0,0,0.9940150369474734,1,1,5F7A-E2AC-94E4-39D9-B2C9
2222,56E9-9CED-AE47-6AA9-AF63_2017-06-12 10:40:08,1634.0,1,4,1,1,1,1,1,1,2,1.0132843295512497,0,0,16,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,5,2,1,1,0,0,1548190.0,0,0,0,0,0,0,0,0,0,0.9989456867360424,1,16,56E9-9CED-AE47-6AA9-AF63
2223,D46C-69E3-2864-8D5A-E6D4_2017-07-04 23:13:24,48160.0,4,2,2,1,1,2,2,2,6,1.0408500236214475,1,0,22,0,0,0,4,0,6,0,0,0,0,0,3,0,1,0,6,0,1,0,1,0,1,0,0,6433085.0,0,0,0,0,0,0,0,0,1,0.9925693288866568,1,23,D46C-69E3-2864-8D5A-E6D4
2224,5F5A-F39D-73FF-45BB-CE76_2017-09-08 11:28:26,2330.0,3,4,8,2,1,3,3,11,3,1.1056246048218226,16,0,3,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,4,1,0,2,0,0,1,4,4950501.0,0,11,0,0,0,0,0,0,5,0.999529561981824,1,19,5F5A-F39D-73FF-45BB-CE76
2225,64A8-A668-46B8-447A-844C_2017-05-14 21:58:11,18710.0,2,3,2,1,1,2,2,2,2,0.3445982481028228,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5836271.0,0,0,0,0,2,0,0,0,0,0.9968044302791076,1,3,64A8-A668-46B8-447A-844C
2226,B88B-ECDE-C245-EAA9-6AAA_2017-10-22 12:59:09,22902.0,2,2,1,2,1,1,1,1,2,0.3445982481028228,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,863969.0,0,0,0,0,0,0,0,0,0,0.974176627716996,1,3,B88B-ECDE-C245-EAA9-6AAA
2227,658A-873B-A449-9BB2-D967_2017-10-07 15:45:49,1280.0,7,3,2,3,1,2,2,2,9,0.933720058514398,1,0,12,0,0,2,0,1,1,1,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,10530892.0,0,0,0,1,0,0,0,0,0,0.999878467613328,1,13,658A-873B-A449-9BB2-D967
2229,E368-96AC-5A4C-6BDC-DB45_2017-06-02 13:59:33,3556.0,1,1,1,1,1,1,1,1,1,0.7097131024243333,0,0,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14503017.0,0,0,0,0,0,0,0,0,0,0.999754869740772,1,10,E368-96AC-5A4C-6BDC-DB45
2230,AA98-AF2B-A974-6238-3757_2017-08-28 05:46:36,4832.0,7,9,3,3,1,3,3,3,19,1.1563745537147718,4,0,23,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,7,3,2,0,0,6004048.0,0,0,0,3,0,0,0,0,1,0.9991958567986048,1,27,AA98-AF2B-A974-6238-3757
2232,DA3B-F6C8-D784-65A8-8332_2017-10-28 01:22:11,5495.0,8,3,4,3,1,3,2,3,6,0.9401453181214776,8,1,11,0,0,2,9,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7158276.0,0,7,0,0,0,0,0,0,1,0.9992329458884156,1,20,DA3B-F6C8-D784-65A8-8332
2234,679B-76DF-86B4-7EFA-BF3E_2017-06-05 22:45:46,284835.0,4,8,2,1,1,2,2,2,15,1.9421150055963219,32,0,36,4,0,4,9,8,1,0,0,0,0,0,0,3,0,3,6,2,2,0,4,7,3,2,10,689310.0,0,0,0,0,0,0,32,0,0,0.7076051306530342,1,68,679B-76DF-86B4-7EFA-BF3E
2235,EFE6-F9C9-D684-29AB-E5DB_2017-07-08 12:15:26,55263.0,2,1,1,1,1,1,1,1,2,0.7315151084145227,0,0,12,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6049554.0,0,0,0,0,0,0,0,0,0,0.9909476401995342,1,12,EFE6-F9C9-D684-29AB-E5DB
2236,69EB-ECB3-E458-5877-F7DE_2017-07-25 09:50:23,969.0,3,3,2,1,1,2,2,3,5,1.4075546612190628,2,0,71,0,0,0,2,1,1,9,0,8,18,15,17,0,0,0,0,0,0,0,1,0,1,0,0,1186389.0,0,0,0,0,0,0,0,0,2,0.9991839024119096,1,73,69EB-ECB3-E458-5877-F7DE
2237,679B-76DF-86B4-7EFA-BF3E_2017-04-26 07:44:38,1293.0,7,9,4,1,1,3,3,4,31,2.7737179750213112,31,0,255,5,23,13,21,32,6,3,23,0,3,2,1,4,8,21,9,11,7,6,5,7,60,12,4,3104664.0,0,0,0,0,0,0,27,0,4,0.9995837031871336,1,286,679B-76DF-86B4-7EFA-BF3E
2239,6B7B-CCEB-FB48-848E-D473_2017-10-27 17:08:27,3578.0,7,3,6,3,1,4,3,7,4,1.1923348127712443,34,0,5,3,0,17,10,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,9474917.0,0,9,0,24,0,0,0,0,1,0.9996225139117548,1,39,6B7B-CCEB-FB48-848E-D473
2240,5EAD-99F5-BDE7-4D48-7DE2_2017-07-23 01:09:34,444521.0,7,3,3,1,1,3,3,6,6,1.3639506492386837,23,0,8,0,0,0,3,7,6,3,2,1,3,0,0,1,0,0,4,0,0,0,0,0,0,0,1,14157120.0,0,19,0,0,0,0,0,0,4,0.9695567778991416,1,31,5EAD-99F5-BDE7-4D48-7DE2
2241,9835-EFEF-8654-FE5A-596A_2017-08-03 04:18:16,1661.0,5,1,3,2,1,4,3,4,4,0.7097131024243333,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,3,1,11498968.0,0,1,0,0,0,1,0,0,1,0.999855573116914,1,12,9835-EFEF-8654-FE5A-596A
2243,5CF4-94E8-A84F-58DA-2AFC_2017-11-08 06:53:21,5109.0,6,4,7,3,2,4,3,7,6,2.513223155920566,294,0,32,12,8,22,9,0,1,0,1,1,0,7,6,7,35,70,3,30,3,5,8,21,35,35,7,18937412.0,0,1,0,291,0,2,0,0,0,0.9997302893316048,1,326,5CF4-94E8-A84F-58DA-2AFC
2245,7C3F-4757-294A-E7AC-AE43_2017-08-07 14:20:30,4218742.0,3,2,5,1,1,2,1,4,1,0.847039638507847,22,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,7401445.0,0,20,0,0,0,0,0,0,2,0.6369471506783841,1,22,7C3F-4757-294A-E7AC-AE43
2246,B626-9887-D744-F298-3CE4_2017-09-24 21:28:28,987.0,6,5,5,3,1,3,3,457,14,2.614589432947608,495,0,36,27,31,31,25,24,22,16,20,19,22,19,22,15,33,23,23,12,12,16,27,14,16,34,28,1509167.0,0,3,0,492,0,0,0,0,0,0.9993464242719616,1,531,B626-9887-D744-F298-3CE4
2247,2AF5-EA24-EC24-336A-5366_2017-11-07 13:16:51,1050.0,6,11,27,3,1,4,3,7,6,2.9470047701612985,681,0,6,20,25,57,75,68,36,13,15,16,7,8,11,31,14,16,2,22,36,37,29,44,19,29,57,5916943.0,0,0,0,62,617,0,0,0,2,0.9998225749844584,1,687,2AF5-EA24-EC24-336A-5366
2248,6D75-E578-FA94-DB2B-5576_2017-10-06 22:22:29,1688.0,2,9,15,1,1,2,1,2,1,2.303976101724108,126,0,0,3,0,7,17,4,2,0,0,0,0,9,4,0,1,13,6,12,1,3,14,12,13,3,2,924815.0,0,0,0,41,85,0,0,0,0,0.9981780954837708,1,126,6D75-E578-FA94-DB2B-5576
2250,CB39-ACBE-649E-FBC8-8283_2017-10-24 05:12:28,1705.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896016.0,0,0,0,0,0,0,2,0,0,0.9991015539165136,1,2,CB39-ACBE-649E-FBC8-8283
2252,27DE-BA4F-7FDB-4FD5-84F8_2017-10-31 08:12:27,2437.0,3,2,1,2,1,1,1,1,4,0.6749754468353846,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,963162.0,0,0,0,0,0,0,0,0,0,0.9974761779993558,1,7,27DE-BA4F-7FDB-4FD5-84F8
2253,A3ED-456D-E5D8-47F3-9DDA_2017-08-17 22:42:29,5422.0,1,1,1,1,1,1,1,1,1,0.2868359830561607,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2079053.0,0,0,0,0,0,0,0,0,0,0.9973988654217488,1,2,A3ED-456D-E5D8-47F3-9DDA
2254,6695-6FA5-85A4-623B-66F2_2017-09-17 19:09:49,2271.0,9,9,6,2,1,4,3,22,10,1.927956752530039,33,1,48,0,0,0,0,0,2,8,13,19,5,4,5,0,0,0,0,1,1,1,5,1,2,6,9,11019949.0,0,3,0,18,0,0,0,0,12,0.9997939616520084,1,82,6695-6FA5-85A4-623B-66F2
2255,55A8-54E3-7B83-445E-9478_2017-10-24 09:40:35,2192.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1373155.0,0,0,0,1,0,0,0,0,0,0.9984062203938352,1,1,55A8-54E3-7B83-445E-9478
2256,234C-AF7F-B274-2678-8DBB_2017-10-24 05:12:17,1773.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146096.0,0,0,0,0,0,0,0,0,0,0.9984553986561184,1,1,234C-AF7F-B274-2678-8DBB
2257,6ABC-F46E-7644-3EBC-6258_2017-07-28 04:34:55,1119.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384022.0,0,0,0,0,0,0,0,0,0,0.9991921400059632,1,2,6ABC-F46E-7644-3EBC-6258
2258,4F5A-28E9-E842-99DE-2A7E_2017-06-21 10:50:29,2138.0,2,2,1,1,1,1,1,1,3,0.3767701612564368,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5184017.0,0,0,0,0,0,0,0,0,0,0.9995877485343188,1,3,4F5A-28E9-E842-99DE-2A7E
2259,654A-CDD4-36E9-4977-AEBF_2017-09-30 01:46:28,2068.0,9,6,8,3,1,3,3,8,12,1.6746826416553908,27,0,19,1,1,1,1,0,2,0,0,0,0,0,0,0,0,10,2,8,3,0,0,3,4,5,5,5703430.0,0,22,0,5,0,0,0,0,0,0.9996375425948796,1,46,654A-CDD4-36E9-4977-AEBF
2260,733A-45B7-42D3-46E9-8A4F_2017-10-09 19:11:59,7135.0,5,3,2,3,1,2,2,2,7,0.9798203223053884,1,0,12,0,1,3,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,1,11531139.0,0,0,0,0,0,1,0,0,0,0.9993816232826505,1,13,733A-45B7-42D3-46E9-8A4F
2261,76C7-2454-5B4F-629C-DE49_2017-09-02 05:38:26,9986.0,10,5,6,4,1,4,3,6,13,1.0768102826779202,10,0,15,0,0,0,0,4,3,4,3,5,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,21457410.0,0,1,0,4,0,0,0,5,0,0.9995348294688372,1,25,76C7-2454-5B4F-629C-DE49
2262,7FE6-542E-FF24-8969-4E8E_2017-08-04 06:49:25,1042.0,3,2,1,1,1,1,1,1,3,0.3767701612564368,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326866.0,0,0,0,0,0,0,0,0,0,0.9998578038916428,1,3,7FE6-542E-FF24-8969-4E8E
2263,C844-C4D4-4B45-B5A2-3AD2_2017-07-18 18:27:20,1531.0,2,1,1,1,1,1,1,1,3,2.1165310535178383,0,0,147,16,27,1,1,0,0,0,0,0,0,0,1,17,0,1,20,29,5,6,7,5,2,5,4,5944264.0,0,0,0,0,0,0,0,0,0,0.9997425070995553,1,147,C844-C4D4-4B45-B5A2-3AD2
2264,F5B4-45F6-EF44-A5D9-CFCC_2017-05-09 14:18:22,5140.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1176476.0,0,0,0,0,0,0,0,0,0,0.9956500250504394,0,1,F5B4-45F6-EF44-A5D9-CFCC
2265,7CB8-BB2A-3466-BF2A-9DAB_2017-10-13 10:34:25,8172.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1890871.0,0,0,0,0,0,0,0,0,0,0.9956967799044044,1,2,7CB8-BB2A-3466-BF2A-9DAB
2266,A2F6-36D9-F9B8-4FB8-9372_2017-04-16 03:44:18,1403.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5454265.0,0,0,0,0,1,0,0,0,0,0.9997428362576316,1,1,A2F6-36D9-F9B8-4FB8-9372
2267,A5F7-CED5-24D5-B94A-BC43_2017-10-25 06:20:49,4041.0,3,3,1,2,1,1,1,1,3,0.4505612088663046,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1390964.0,0,0,0,0,0,0,0,0,0,0.9971032361891176,1,4,A5F7-CED5-24D5-B94A-BC43
2268,CB7B-3CFE-DE55-4E6B-A9AB_2017-05-20 23:30:36,5166.0,4,4,2,1,1,2,2,2,6,0.5442837329694393,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2573527.0,0,1,0,0,0,0,0,0,0,0.9979966595480734,1,6,CB7B-3CFE-DE55-4E6B-A9AB
2269,CB39-ACBE-649E-FBC8-8283_2017-10-01 02:48:54,99798.0,4,4,2,3,1,2,2,2,8,1.05938459334224,5,0,12,0,0,3,0,2,0,0,0,0,0,0,0,2,3,3,1,1,1,0,0,1,0,0,0,2076248.0,0,5,0,0,0,0,0,0,0,0.9541379180403357,1,17,CB39-ACBE-649E-FBC8-8283
2270,EF56-B3AD-64E5-CB79-9A4A_2017-10-20 13:59:29,5836.0,5,4,1,2,1,1,1,1,7,0.8151862107956462,0,0,13,0,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1289229.0,0,0,0,0,0,0,0,0,0,0.9954936624802616,1,13,EF56-B3AD-64E5-CB79-9A4A
2271,2BB2-B466-A5E4-FA28-BA86_2017-09-06 13:35:57,321020.0,5,3,3,2,2,3,2,4,4,0.7315151084145227,4,0,6,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12109077.0,0,0,0,2,0,2,0,0,0,0.9741739746680981,1,10,2BB2-B466-A5E4-FA28-BA86
2272,CE76-D74D-2685-4589-56A4_2017-07-29 05:05:38,3222.0,5,5,4,1,1,3,3,5,5,0.8358948132176883,4,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,3619067.0,0,0,0,0,0,1,0,0,3,0.9991105071958644,1,12,CE76-D74D-2685-4589-56A4
2273,5554-FB26-B464-6ABB-326F_2017-04-18 04:10:29,3043268.0,1,4,1,1,1,1,1,1,1,0.3445982481028228,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1124037.0,0,0,0,0,5,0,0,0,0,0.2697275577381545,0,5,5554-FB26-B464-6ABB-326F
